Id,SalePrice,LotArea,TotalBsmtSF,1stFlrSF,2ndFlrSF,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,LotConfig,BldgType,YearBuilt,YearRemodAdd,Foundation,CentralAir,KitchenQual,PavedDrive,YrSold
191,315000,10570,853,1549,1178,2,1,3,10,2,2,0,74,0,0,0,0,Inside,1Fam,1932,1994,CBlock,Y,Gd,Y,2007
192,184000,7472,725,725,754,1,1,4,7,0,2,0,32,0,0,0,0,CulDSac,1Fam,1972,2004,CBlock,Y,Gd,Y,2007
193,192000,9017,1431,1431,0,2,0,3,6,0,2,0,35,0,0,0,0,Inside,1Fam,1999,1999,PConc,Y,Gd,Y,2009
194,130000,2522,970,970,739,2,0,3,7,0,2,0,40,0,0,0,0,Inside,Twnhs,2004,2004,PConc,Y,Gd,Y,2006
195,127000,7180,864,864,0,1,0,3,5,0,1,0,0,0,0,0,0,Inside,1Fam,1972,1972,CBlock,Y,TA,Y,2008
196,148500,2280,855,855,601,2,1,3,7,1,2,87,0,0,0,0,0,FR2,Twnhs,1976,1976,CBlock,Y,TA,Y,2009
197,311872,9416,1726,1726,0,2,0,3,8,1,3,171,138,0,0,266,0,Inside,1Fam,2007,2007,PConc,Y,Ex,Y,2007
198,235000,25419,1360,1360,1360,2,0,4,8,1,2,0,16,552,0,0,512,Corner,1Fam,1918,1990,PConc,Y,Gd,Y,2006
199,104000,5520,755,929,929,1,0,5,8,0,0,0,198,30,0,0,0,Corner,1Fam,1912,1950,CBlock,Y,TA,Y,2009
200,274900,9591,1713,1713,0,2,0,3,7,1,3,0,26,0,0,170,0,Inside,1Fam,2004,2005,PConc,Y,Ex,Y,2009
201,140000,8546,1121,1121,0,2,0,2,5,0,2,132,64,0,0,0,0,Corner,1Fam,2003,2004,PConc,Y,TA,Y,2010
202,171500,10125,1196,1279,0,2,0,3,6,2,2,238,83,0,0,0,0,Inside,1Fam,1977,1977,CBlock,Y,TA,Y,2008
203,112000,7000,617,865,445,2,0,2,6,0,1,0,0,126,0,0,0,Corner,1Fam,1924,1950,BrkTil,Y,TA,Y,2006
204,149000,4438,848,848,0,1,0,1,3,1,2,149,0,0,0,0,0,Inside,TwnhsE,2004,2004,PConc,Y,Gd,Y,2008
205,110000,3500,720,720,564,1,1,2,5,0,1,0,35,0,0,0,0,Inside,1Fam,1947,1950,CBlock,Y,TA,Y,2009
206,180500,11851,1424,1442,0,2,0,3,5,0,2,0,34,0,508,0,0,Corner,1Fam,1990,1990,PConc,Y,TA,Y,2009
207,143900,13673,1140,1696,0,1,1,3,8,1,1,0,30,0,0,0,0,CulDSac,1Fam,1962,1962,CBlock,Y,TA,Y,2007
208,141000,12493,1100,1100,0,1,0,3,6,1,1,355,0,0,0,0,0,Inside,1Fam,1960,1960,PConc,Y,TA,Y,2008
209,277000,14364,1157,1180,882,2,1,3,7,1,2,60,55,0,0,154,0,Inside,1Fam,1988,1989,CBlock,Y,TA,Y,2007
210,145000,8250,1092,1092,0,1,0,3,6,0,2,0,0,0,0,0,0,Inside,1Fam,1964,1964,CBlock,Y,TA,Y,2008
211,98000,5604,864,864,0,1,0,2,5,0,0,0,0,96,0,0,0,Inside,1Fam,1925,1950,CBlock,N,TA,Y,2008
212,186000,10420,1212,1212,0,2,0,3,6,0,2,100,22,0,0,0,0,Corner,1Fam,2009,2009,PConc,Y,Gd,Y,2010
213,252678,8640,900,932,920,2,1,3,7,1,2,168,108,0,0,0,0,Inside,1Fam,2009,2009,PConc,Y,Gd,Y,2009
214,156000,13568,990,990,0,1,0,3,5,0,2,224,0,0,0,0,0,CulDSac,1Fam,1995,1995,PConc,Y,TA,Y,2006
215,161750,10900,689,689,703,1,1,3,6,0,1,0,36,0,0,0,0,FR2,1Fam,1977,1977,CBlock,Y,TA,Y,2010
216,134450,10011,1070,1236,0,1,0,2,6,1,1,0,0,0,0,0,0,Inside,1Fam,1957,1996,CBlock,Y,Gd,Y,2006
217,210000,8450,1436,1436,0,2,0,3,8,0,2,139,98,0,0,0,0,Inside,1Fam,2004,2004,PConc,Y,Gd,Y,2008
218,107000,9906,686,810,518,1,0,3,8,0,1,0,172,60,0,0,0,Inside,1Fam,1925,1950,CBlock,N,TA,Y,2006
219,311500,15660,798,1137,817,1,1,3,8,2,2,0,119,150,0,0,0,Corner,1Fam,1939,2006,CBlock,Y,Gd,Y,2008
220,167240,3010,1248,1248,0,2,0,2,5,0,2,108,0,0,0,0,0,Inside,TwnhsE,2005,2006,PConc,Y,Gd,Y,2006
221,204900,8990,1498,1498,0,2,0,2,5,0,2,351,33,0,0,0,0,Inside,1Fam,2006,2006,PConc,Y,Gd,Y,2006
222,200000,8068,1010,1010,1257,2,1,4,8,1,2,120,46,0,0,0,0,Inside,1Fam,2002,2002,PConc,Y,Gd,Y,2009
223,179900,11475,713,811,741,2,1,3,6,1,2,209,208,0,0,0,0,Inside,1Fam,1975,1975,CBlock,Y,TA,Y,2006
224,97000,10500,864,864,0,1,0,2,4,0,2,216,0,0,0,0,0,FR2,1Fam,1971,1971,CBlock,Y,TA,Y,2009
225,386250,13472,2392,2392,0,2,0,3,8,1,3,248,105,0,0,0,0,Inside,1Fam,2003,2003,PConc,Y,Ex,Y,2009
226,112000,1680,630,630,672,2,1,3,6,0,1,0,0,0,0,0,0,Inside,Twnhs,1971,1971,CBlock,Y,TA,Y,2009
227,290000,9950,1203,1214,1306,2,1,4,9,1,3,224,114,0,0,0,0,Inside,1Fam,1995,1995,PConc,Y,Gd,Y,2007
228,106000,1869,483,483,504,1,1,2,5,0,1,0,0,0,0,0,0,Inside,Twnhs,1970,1970,CBlock,Y,TA,Y,2008
229,125000,8521,912,912,0,1,0,3,5,1,1,0,0,0,0,0,0,FR2,1Fam,1967,1967,CBlock,Y,TA,Y,2010
230,192500,3182,1373,1555,0,2,0,2,7,1,2,143,20,0,0,0,0,Inside,TwnhsE,2005,2006,PConc,Y,Gd,Y,2009
231,148000,8760,1194,1194,0,1,0,3,6,0,1,0,0,120,0,0,0,Inside,1Fam,1959,1959,CBlock,Y,TA,Y,2010
232,403000,15138,1462,1490,1304,2,1,4,9,1,3,0,146,202,0,0,0,Inside,1Fam,1995,1996,PConc,Y,Ex,Y,2009
233,94500,1680,483,483,504,1,1,2,5,1,1,0,0,0,0,0,0,Inside,Twnhs,1972,1972,CBlock,Y,TA,Y,2006
234,128200,10650,894,894,0,1,0,3,5,0,1,365,0,0,0,0,0,Corner,1Fam,1976,1976,CBlock,Y,TA,Y,2010
235,216500,7851,860,860,1100,2,1,4,8,2,2,288,48,0,0,0,0,Inside,1Fam,2002,2002,PConc,Y,Gd,Y,2010
236,89500,1680,483,483,504,1,1,2,5,0,1,0,0,0,0,0,0,Inside,TwnhsE,1971,1971,CBlock,Y,TA,Y,2008
237,185500,8773,1414,1414,0,2,0,3,6,0,2,132,105,0,0,0,0,FR2,1Fam,2004,2004,PConc,Y,Gd,Y,2010
238,194500,9453,996,1014,730,2,1,3,7,0,2,370,70,0,238,0,0,CulDSac,1Fam,1993,2003,PConc,Y,Gd,Y,2010
239,318000,12030,1694,1694,0,2,0,3,7,0,3,168,228,0,0,0,0,Inside,1Fam,2007,2007,PConc,Y,Gd,Y,2007
240,113000,8741,735,798,689,1,1,3,7,1,1,0,140,0,0,0,0,Inside,1Fam,1945,1950,CBlock,Y,TA,Y,2010
241,262500,9000,1566,1566,0,2,0,3,7,0,2,144,168,0,0,0,0,Inside,1Fam,2008,2008,PConc,Y,Gd,Y,2010
242,110500,3880,686,866,0,1,0,2,4,0,0,58,42,0,0,0,0,Inside,1Fam,1945,1997,CBlock,Y,Gd,Y,2007
243,79000,5000,540,889,551,1,0,3,6,0,1,0,0,77,0,0,0,Corner,1Fam,1900,1950,BrkTil,N,TA,Y,2006
244,120000,10762,626,626,591,1,1,3,6,1,1,0,28,0,0,0,0,Corner,TwnhsE,1980,1980,CBlock,Y,TA,Y,2009
245,205000,8880,948,1222,888,2,1,3,8,2,2,0,130,0,0,0,0,Inside,1Fam,1994,2002,PConc,Y,Gd,Y,2010
246,241500,10400,1845,1872,0,2,0,3,6,1,2,197,39,0,0,0,0,Inside,1Fam,1988,1988,CBlock,Y,TA,Y,2006
247,137000,9142,1020,908,1020,2,0,4,9,0,1,0,60,112,0,0,0,Inside,2fmCon,1910,1950,Stone,N,Fa,Y,2006
248,140000,11310,1367,1375,0,1,0,2,5,1,2,0,30,0,0,0,0,Inside,1Fam,1954,1954,CBlock,Y,TA,Y,2006
249,180000,11317,840,840,828,2,1,3,8,0,2,144,68,0,0,0,0,Inside,1Fam,2003,2003,PConc,Y,Gd,Y,2007
250,277000,159000,1444,1444,700,2,0,4,7,2,2,0,98,0,0,0,0,CulDSac,1Fam,1958,2006,CBlock,Y,Gd,Y,2007
251,76500,5350,728,1306,0,1,0,3,6,0,0,263,0,0,0,0,0,Inside,1Fam,1940,1966,CBlock,Y,Fa,Y,2010
252,235000,4750,1573,1625,0,2,0,2,5,1,2,123,0,0,0,153,0,Inside,TwnhsE,2006,2007,PConc,Y,Gd,Y,2007
253,173000,8366,798,798,842,2,1,3,6,0,2,138,45,0,0,0,0,Inside,1Fam,2004,2004,PConc,Y,Gd,Y,2008
254,158000,9350,1302,1302,0,2,0,3,7,0,1,333,0,0,0,0,0,Inside,1Fam,1964,1991,CBlock,Y,Gd,Y,2007
255,145000,8400,1314,1314,0,1,0,3,5,0,1,250,0,0,0,0,0,Inside,1Fam,1957,1957,CBlock,Y,TA,Y,2010
256,230000,8738,975,1005,1286,2,1,4,8,1,2,192,0,0,0,0,0,Inside,1Fam,1999,1999,PConc,Y,Gd,Y,2006
257,207500,8791,864,864,864,2,1,3,7,0,2,216,56,0,0,0,0,Inside,1Fam,2003,2003,PConc,Y,Gd,Y,2008
258,220000,8814,1604,1604,0,2,1,3,8,1,2,123,110,0,0,0,0,Inside,1Fam,2006,2006,PConc,Y,Gd,Y,2009
259,231500,12435,963,963,829,2,1,3,7,1,2,0,96,0,245,0,0,Inside,1Fam,2001,2001,PConc,Y,Gd,Y,2008
260,97000,12702,0,882,0,1,0,2,4,0,1,0,45,0,0,0,0,Inside,1Fam,1956,1956,PConc,Y,TA,Y,2008
261,176000,19296,1362,1382,0,1,0,3,6,1,2,0,0,252,0,0,0,Corner,1Fam,1962,1962,CBlock,Y,TA,Y,2009
262,276000,9588,1482,1482,1092,2,1,3,10,1,3,0,148,0,0,0,0,Inside,1Fam,2007,2007,PConc,Y,Ex,Y,2007
263,151000,8471,506,1212,0,1,0,3,6,1,2,292,12,0,0,0,0,Corner,1Fam,1977,1995,CBlock,Y,TA,Y,2006
264,130000,5500,926,926,0,1,0,3,6,0,2,0,0,0,0,0,0,Corner,1Fam,1929,2001,BrkTil,Y,TA,Y,2010
265,73000,5232,680,764,0,1,0,2,4,0,2,0,0,0,0,0,0,Inside,1Fam,1925,2004,BrkTil,N,TA,N,2008
266,175500,12090,1422,1422,0,2,0,3,7,1,2,276,0,0,0,0,0,Inside,1Fam,1981,1981,CBlock,Y,Gd,Y,2008
267,185000,11207,802,802,709,2,1,3,8,1,2,95,75,0,0,0,0,FR2,1Fam,1997,1997,PConc,Y,TA,Y,2006
268,179500,8400,720,1052,720,2,1,4,8,1,1,262,24,0,0,0,0,Inside,1Fam,1939,1997,PConc,Y,Gd,Y,2008
269,120500,6900,740,778,0,1,0,2,4,1,1,0,25,0,0,0,0,Inside,1Fam,1940,1955,CBlock,Y,TA,Y,2008
270,148000,7917,1143,1113,0,1,1,3,6,1,1,370,30,0,0,0,0,Corner,1Fam,1976,1976,CBlock,Y,TA,Y,2007
271,266000,10728,1095,1095,844,2,1,3,8,1,3,192,51,0,0,0,0,Inside,1Fam,2006,2006,PConc,Y,Gd,Y,2006
272,241500,39104,1385,1363,0,1,0,2,5,2,2,81,0,0,0,0,0,CulDSac,1Fam,1954,2005,CBlock,Y,TA,Y,2008
273,290000,11764,1152,1164,1106,2,1,4,9,1,3,132,57,0,0,0,0,CulDSac,1Fam,1999,2007,PConc,Y,Gd,Y,2010
274,139000,9600,1240,1632,0,2,0,3,6,1,1,289,0,0,0,0,0,Inside,1Fam,1958,1988,CBlock,Y,TA,Y,2009
275,124500,8314,816,816,0,1,0,2,5,0,1,168,0,0,0,0,0,Corner,1Fam,1982,1982,CBlock,Y,TA,Y,2007
276,205000,7264,952,952,596,2,1,3,5,0,2,74,0,0,0,144,0,Inside,1Fam,1925,2007,BrkTil,N,Ex,Y,2009
277,201000,9196,1560,1560,0,2,0,3,7,0,2,100,150,0,0,0,0,Inside,1Fam,2003,2003,PConc,Y,Gd,Y,2010
278,141000,19138,864,864,0,1,0,2,4,0,2,0,0,0,0,0,0,Corner,1Fam,1951,1951,CBlock,Y,TA,Y,2010
279,415298,14450,2121,2121,0,2,1,3,8,1,3,124,98,0,0,142,0,Inside,1Fam,2006,2007,PConc,Y,Ex,Y,2007
280,192000,10005,1160,1156,866,2,1,4,8,1,2,288,117,0,0,0,0,Inside,1Fam,1977,1977,CBlock,Y,TA,Y,2008
281,228500,11287,807,1175,807,2,1,3,7,1,2,0,84,0,196,0,0,Inside,1Fam,1989,1989,CBlock,Y,Gd,Y,2007
282,185000,7200,1262,1262,0,2,0,2,5,0,2,0,120,0,0,0,0,Inside,1Fam,2006,2006,PConc,Y,Gd,Y,2006
283,207500,5063,1314,1314,0,2,0,2,6,1,2,172,62,0,0,0,0,Inside,Twnhs,2007,2008,PConc,Y,Gd,Y,2009
284,244600,9612,1468,1468,0,2,0,3,6,1,3,210,150,0,0,0,0,Inside,1Fam,2008,2009,PConc,Y,Gd,Y,2009
285,179200,8012,1575,1575,0,2,0,2,5,0,2,0,0,52,0,0,0,Inside,TwnhsE,1992,1992,PConc,Y,Gd,Y,2007
286,164700,4251,625,625,625,2,1,2,5,0,2,0,54,0,0,0,0,Inside,TwnhsE,2006,2007,PConc,Y,Gd,Y,2007
287,159000,9786,912,1085,649,1,1,3,7,1,2,0,0,0,0,128,0,Inside,1Fam,1962,1981,CBlock,Y,Gd,Y,2006
288,88000,8125,858,858,0,1,0,3,5,0,0,0,0,0,0,0,0,Corner,1Fam,1971,1971,CBlock,Y,TA,Y,2006
289,122000,9819,882,900,0,1,0,3,5,0,1,0,0,0,0,0,0,Inside,1Fam,1967,1967,CBlock,Y,TA,Y,2010
290,153575,8730,698,698,698,1,0,3,7,0,1,0,0,0,0,259,0,Inside,1Fam,1915,2003,BrkTil,Y,TA,Y,2007
291,233230,15611,1079,1079,840,2,1,3,8,1,2,0,51,0,0,0,0,Inside,1Fam,2006,2006,PConc,Y,Gd,Y,2006
292,135900,5687,780,936,780,2,0,6,9,0,0,0,184,0,0,0,0,Inside,2fmCon,1912,2000,PConc,N,Fa,N,2008
293,131000,11409,768,1148,568,1,1,3,8,1,1,0,0,0,0,160,0,Inside,1Fam,1949,2008,CBlock,Y,TA,Y,2009
294,235000,16659,795,1468,795,2,1,3,9,1,2,0,250,0,0,0,0,Corner,1Fam,1977,1994,CBlock,Y,Gd,Y,2006
295,167000,9600,1416,1644,0,1,0,3,7,2,2,110,0,0,0,0,0,Inside,1Fam,1953,1953,CBlock,Y,TA,Y,2009
296,142500,7937,1003,1003,0,1,0,3,6,0,2,120,0,0,0,0,0,CulDSac,1Fam,1984,1984,CBlock,Y,TA,Y,2006
297,152000,13710,910,910,648,1,1,4,6,0,1,289,0,0,0,0,0,Inside,1Fam,1950,1950,CBlock,Y,TA,Y,2007
298,239000,7399,975,975,975,2,1,3,7,1,2,0,10,0,0,198,0,Inside,1Fam,1997,1998,PConc,Y,Gd,Y,2007
299,175000,11700,702,1041,702,1,2,3,7,1,2,224,0,0,0,0,0,Inside,1Fam,1968,1968,CBlock,Y,TA,Y,2007
300,158500,14000,1092,1152,0,1,0,3,6,1,1,0,36,0,0,0,0,Inside,1Fam,1950,2004,CBlock,Y,Gd,Y,2009
301,157000,15750,1165,1336,0,1,0,2,5,2,1,0,0,0,0,0,0,Corner,2fmCon,1953,1953,CBlock,Y,TA,Y,2006
302,267000,16226,1028,1210,1242,2,1,4,9,1,2,208,50,0,0,0,0,Inside,1Fam,1998,1999,PConc,Y,Gd,Y,2007
303,205000,13704,1541,1541,0,2,0,3,6,1,3,468,81,0,0,0,0,Corner,1Fam,2001,2002,PConc,Y,Gd,Y,2006
304,149900,9800,894,894,0,1,0,3,5,0,2,256,0,0,0,0,0,Corner,1Fam,1972,1972,PConc,Y,TA,Y,2006
305,295000,18386,1470,1675,1818,3,0,3,10,1,3,302,0,0,0,0,0,Inside,1Fam,1880,2002,BrkTil,Y,Gd,Y,2008
306,305900,10386,2000,2000,0,2,0,3,8,0,3,168,0,0,0,0,0,Inside,1Fam,2004,2005,PConc,Y,Gd,Y,2007
307,225000,13474,700,1122,1121,2,1,4,8,1,3,127,44,224,0,0,0,Inside,1Fam,1990,1991,CBlock,Y,Gd,Y,2007
308,89500,7920,319,1035,371,1,0,3,6,0,0,0,144,0,0,0,0,Inside,1Fam,1920,1950,CBlock,Y,Fa,N,2008
309,82500,12342,861,861,0,1,0,1,4,0,2,158,0,0,0,0,0,Inside,1Fam,1940,1950,CBlock,Y,TA,Y,2009
310,360000,12378,1896,1944,0,2,0,3,8,3,3,208,175,0,0,0,0,Inside,1Fam,2003,2004,PConc,Y,Ex,Y,2006
311,165600,7685,697,697,804,2,1,3,6,1,2,190,63,0,0,0,0,Inside,1Fam,1993,1994,PConc,Y,Gd,Y,2006
312,132000,8000,972,972,0,1,0,2,5,1,1,0,0,0,0,0,0,Inside,1Fam,1948,2002,CBlock,Y,TA,Y,2009
313,119900,7800,793,793,325,1,0,3,5,1,2,0,0,0,0,271,0,Inside,2fmCon,1939,1950,CBlock,Y,TA,Y,2006
314,375000,215245,2136,2036,0,2,0,3,8,2,2,0,0,0,0,0,0,Inside,1Fam,1965,1965,CBlock,Y,TA,Y,2009
315,178000,9600,728,832,809,1,1,3,6,1,2,0,0,234,0,0,0,Inside,1Fam,1925,1990,BrkTil,Y,Ex,Y,2006
316,188500,7795,716,716,716,2,1,3,6,1,2,100,51,0,0,0,0,Inside,1Fam,2004,2005,PConc,Y,Gd,Y,2009
317,260000,13005,845,1153,1200,2,1,4,10,1,2,288,195,0,0,0,0,Corner,1Fam,1980,1980,CBlock,Y,Ex,Y,2009
318,270000,9000,1088,1088,871,2,1,3,8,1,3,208,46,0,0,0,0,Inside,1Fam,2006,2006,PConc,Y,Gd,Y,2007
319,260000,9900,1347,1372,1274,2,1,4,9,1,3,340,60,144,0,0,0,Inside,1Fam,1993,1993,PConc,Y,Gd,Y,2009
320,187500,14115,1372,1472,0,2,0,3,6,2,2,233,48,0,0,0,0,Inside,1Fam,1980,1980,CBlock,Y,TA,Y,2009
321,342643,16259,1249,1249,1347,3,1,4,9,0,3,240,154,0,0,0,0,Corner,1Fam,2006,2006,PConc,Y,Gd,Y,2006
322,354000,12099,1136,1136,1332,2,1,4,10,1,3,184,154,0,0,0,0,Inside,1Fam,2004,2004,PConc,Y,Gd,Y,2007
323,301000,10380,1502,1553,1177,2,1,4,8,1,2,201,96,0,0,0,0,Inside,1Fam,1986,1987,CBlock,Y,Gd,Y,2007
324,126175,5820,1162,1163,0,1,0,3,6,0,1,142,98,0,0,0,0,Inside,1Fam,1955,2005,CBlock,Y,TA,Y,2006
325,242000,11275,710,1898,1080,2,1,5,11,1,2,240,0,0,0,0,0,Corner,1Fam,1967,2007,CBlock,Y,Gd,Y,2010
326,87000,5000,720,803,0,1,0,2,5,0,2,0,0,244,0,0,0,Inside,1Fam,1941,1950,CBlock,N,TA,Y,2007
327,324000,10846,1719,1719,0,1,1,1,6,2,2,122,30,0,0,0,0,CulDSac,TwnhsE,1993,1993,PConc,Y,Gd,Y,2008
328,145250,11600,1383,1383,0,1,1,3,7,0,1,0,45,0,0,0,0,Inside,1Fam,1960,1960,CBlock,Y,TA,Y,2006
329,214500,11888,844,1445,689,2,0,5,10,0,2,0,60,268,0,0,0,Inside,1Fam,1916,1994,BrkTil,N,Gd,Y,2009
330,78000,6402,596,596,596,1,0,3,6,0,1,0,0,137,0,0,0,Corner,1Fam,1920,1950,PConc,N,TA,N,2009
331,119000,10624,1728,1728,0,2,0,6,10,0,1,155,0,0,0,0,0,Inside,Duplex,1964,1964,CBlock,Y,TA,Y,2007
332,139000,8176,1056,1056,0,1,0,3,6,0,1,0,0,0,0,0,0,Inside,1Fam,1958,1992,CBlock,Y,TA,Y,2007
333,284000,10655,3206,1629,0,2,0,3,7,1,3,0,0,0,0,0,0,Inside,1Fam,2003,2004,PConc,Y,Gd,Y,2009
334,207000,8198,1358,1358,0,2,0,2,6,1,2,192,30,0,0,0,0,FR3,TwnhsE,2004,2004,PConc,Y,Gd,Y,2008
335,192000,9042,943,943,695,2,1,3,7,2,2,100,38,0,0,0,0,Inside,1Fam,1998,1998,PConc,Y,TA,Y,2008
336,228950,164660,1499,1619,167,2,0,3,7,2,2,670,0,0,0,0,0,Corner,2fmCon,1965,1965,CBlock,Y,TA,Y,2008
337,377426,14157,1922,1922,0,2,0,3,8,1,3,178,51,0,0,0,0,Corner,1Fam,2005,2006,PConc,Y,Gd,Y,2007
338,214000,9135,1536,1536,0,2,0,3,7,0,2,192,74,0,0,0,0,Inside,1Fam,2002,2003,PConc,Y,Gd,Y,2008
339,202500,14145,1208,1621,0,2,0,3,8,0,2,108,45,0,0,0,0,Corner,1Fam,1984,1998,CBlock,Y,Gd,Y,2006
340,155000,12400,1215,1215,0,1,0,3,6,0,1,0,0,0,0,234,0,Inside,1Fam,1958,1998,CBlock,Y,TA,Y,2009
341,202900,14191,967,993,915,2,1,4,9,0,2,135,0,0,0,0,0,Inside,1Fam,2002,2002,PConc,Y,Gd,Y,2010
342,82000,8400,721,841,0,1,0,2,4,0,1,250,0,24,0,0,0,Inside,1Fam,1950,1950,CBlock,Y,TA,N,2009
343,87500,8544,0,1040,0,2,0,2,6,0,2,0,0,0,0,0,0,Inside,Duplex,1949,1950,Slab,N,TA,Y,2006
344,266000,8849,1684,1684,0,2,0,2,6,1,2,495,72,0,0,0,0,Inside,TwnhsE,2005,2005,PConc,Y,Ex,Y,2008
345,85000,2592,536,536,576,1,1,3,4,0,1,182,0,0,0,0,0,Inside,TwnhsE,1976,1976,CBlock,Y,TA,Y,2010
346,140200,6435,972,972,605,1,0,3,6,1,1,0,0,0,0,0,0,Inside,1Fam,1939,1950,BrkTil,Y,Fa,Y,2006
347,151500,12772,958,958,0,1,0,2,5,0,1,0,0,0,0,0,0,CulDSac,1Fam,1960,1998,CBlock,Y,TA,Y,2007
348,157500,17600,1478,1478,0,2,0,3,6,2,2,0,40,0,0,0,0,Inside,1Fam,1960,1960,CBlock,Y,TA,Y,2009
349,154000,2448,764,764,862,2,1,2,6,0,2,0,27,0,0,0,0,Inside,Twnhs,2003,2004,PConc,Y,Gd,Y,2008
350,437154,20431,1848,1848,880,2,1,4,10,2,3,0,0,0,0,0,0,Inside,1Fam,2005,2006,PConc,Y,Ex,Y,2006
351,318061,7820,1869,1869,0,2,0,2,6,1,2,210,54,0,0,0,0,Inside,TwnhsE,2007,2007,PConc,Y,Ex,Y,2007
352,190000,5271,1453,1453,0,1,1,2,6,1,2,0,80,0,0,184,0,Inside,1Fam,1986,1986,PConc,Y,Gd,Y,2006
353,95000,9084,616,616,495,1,0,3,5,0,1,48,0,0,0,0,0,Inside,1Fam,1941,1950,CBlock,N,TA,Y,2008
354,105900,8520,624,720,0,1,0,2,5,0,2,106,0,0,0,0,0,Inside,1Fam,1928,2003,BrkTil,Y,TA,Y,2010
355,140000,8400,940,1192,403,1,0,2,6,2,1,0,0,108,0,0,0,Inside,1Fam,1940,2000,CBlock,Y,TA,Y,2006
356,177500,11249,1200,1200,0,2,0,3,6,0,2,0,26,0,0,0,0,Inside,1Fam,1995,1995,PConc,Y,Gd,Y,2007
357,173000,9248,1158,1167,0,2,0,3,6,0,2,120,26,0,0,0,0,Inside,1Fam,1992,1992,PConc,Y,Gd,Y,2009
358,134000,4224,1142,1142,0,1,1,3,6,1,2,536,90,0,0,0,0,Inside,TwnhsE,1976,1976,PConc,Y,TA,Y,2007
359,130000,6930,1062,1352,0,1,0,3,6,0,1,168,0,294,0,0,0,Inside,1Fam,1958,1958,CBlock,Y,Gd,Y,2006
360,280000,12011,1086,1086,838,2,1,3,7,1,2,208,75,0,0,374,0,CulDSac,1Fam,1998,1998,PConc,Y,Gd,Y,2006
361,156000,7540,888,912,0,1,0,2,5,1,2,0,0,0,0,192,0,CulDSac,1Fam,1978,1978,CBlock,Y,TA,Y,2007
362,145000,9144,883,988,517,1,0,3,8,0,1,0,0,0,0,0,0,Inside,1Fam,1940,1982,CBlock,Y,TA,N,2008
363,198500,7301,0,495,1427,3,0,4,7,1,2,0,0,177,0,0,0,Corner,1Fam,2003,2003,Slab,Y,Gd,Y,2009
364,118000,1680,483,483,504,1,1,2,5,0,1,250,0,0,0,0,0,Inside,Twnhs,1972,2007,CBlock,Y,Gd,Y,2009
365,190000,18800,796,790,784,2,1,3,6,1,2,306,111,0,0,0,0,FR2,1Fam,1976,1976,PConc,Y,TA,Y,2006
366,147000,10690,672,672,672,1,0,3,6,0,1,0,128,218,0,0,0,Inside,1Fam,1920,1997,CBlock,Y,TA,Y,2009
367,159000,9500,1394,1394,0,1,1,3,6,2,2,0,76,0,0,185,0,Inside,1Fam,1963,1963,CBlock,Y,TA,Y,2009
368,165000,9150,1099,1431,0,1,0,3,6,1,1,64,110,0,0,0,0,Corner,1Fam,1962,1962,CBlock,Y,TA,Y,2008
369,132000,7800,1268,1268,0,1,0,2,7,1,1,0,98,0,0,0,0,Inside,1Fam,1954,1954,PConc,Y,TA,Y,2010
370,162000,9830,1063,1287,0,1,0,3,7,1,2,364,17,0,0,182,0,Corner,1Fam,1959,2006,CBlock,Y,Gd,Y,2010
371,172400,8121,953,953,711,2,1,3,7,1,2,100,40,0,0,0,0,Inside,1Fam,2000,2000,PConc,Y,TA,Y,2006
372,134432,17120,0,1120,468,2,0,4,7,1,2,0,59,0,0,0,0,Inside,1Fam,1959,1959,CBlock,Y,TA,N,2008
373,125000,7175,744,752,0,1,0,2,4,0,1,353,0,0,0,90,0,Inside,TwnhsE,1984,1984,CBlock,Y,TA,Y,2010
374,123000,10634,608,1319,0,1,0,3,5,0,1,66,0,0,0,0,0,Inside,1Fam,1953,1953,PConc,Y,TA,Y,2009
375,219500,8200,847,847,1081,2,1,4,8,1,2,100,48,0,0,0,0,Inside,1Fam,2003,2004,PConc,Y,Gd,Y,2007
376,61000,10020,683,904,0,0,1,1,4,0,0,0,0,0,0,0,0,Inside,1Fam,1922,1950,BrkTil,N,Fa,Y,2009
377,148000,8846,870,914,0,1,0,2,5,0,2,0,0,0,0,0,0,CulDSac,1Fam,1996,1996,PConc,Y,TA,Y,2006
378,340000,11143,1580,1580,886,3,0,4,8,1,2,159,214,0,0,0,0,Corner,1Fam,2004,2005,PConc,Y,Gd,Y,2007
379,394432,11394,1856,1856,0,1,1,1,8,1,3,113,0,0,0,0,0,Corner,1Fam,2010,2010,PConc,Y,Ex,Y,2010
380,179000,8123,982,1007,793,2,1,3,7,1,2,100,63,0,0,0,0,Inside,1Fam,2000,2000,PConc,Y,TA,Y,2009
381,127000,5000,1026,1026,665,2,0,3,6,1,1,0,0,242,0,0,0,Inside,1Fam,1924,1950,BrkTil,Y,Gd,Y,2010
382,187750,7200,1293,1301,0,2,0,2,5,1,2,216,121,0,0,0,0,Inside,1Fam,2006,2006,PConc,Y,Gd,Y,2006
